Year,Team,Conference,Wins,Losses,Bowl Game,Average Attendance,total_revenue,total_expense
2023,East Central (OK),Great American,3.0,8.0,False,,,
2019,East Stroudsburg University,Pennsylvania State Athletic,1.0,0.0,False,,,
2021,East Stroudsburg University,Pennsylvania State Athletic,5.0,6.0,False,,,
2022,East Stroudsburg University,Pennsylvania State Athletic,4.0,7.0,False,,,
2023,East Stroudsburg University,Pennsylvania State Athletic,9.0,3.0,True,,,
2015,East Tennessee State,FCS Independents,2.0,9.0,False,,,
2016,East Tennessee State,Southern,5.0,6.0,False,,,
2017,East Tennessee State,Southern,4.0,7.0,False,,,
2018,East Tennessee State,Southern,8.0,4.0,False,96464.0,,
2019,East Tennessee State,Southern,3.0,9.0,False,22505.0,,
2020,East Tennessee State,Southern,4.0,2.0,False,,,
2021,East Tennessee State,Southern,11.0,2.0,False,22029.0,,
2022,East Tennessee State,Southern,3.0,8.0,False,49117.0,,
2023,East Tennessee State,Southern,3.0,8.0,False,21276.0,,
2015,East Texas A&M,Lone Star,0.0,1.0,False,,,
2017,East Texas A&M,Lone Star,1.0,0.0,True,,,
2021,East Texas A&M,Lone Star,7.0,4.0,False,,,
2022,East Texas A&M,Southland,5.0,6.0,False,,,
2023,East Texas A&M,Southland,2.0,9.0,False,16938.0,,
2020,East Texas Baptist University,American Southwest,3.0,2.0,False,,,
2022,East Texas Baptist University,American Southwest,5.0,5.0,False,,,
2023,East Texas Baptist University,American Southwest,5.0,5.0,False,,,
2005,Eastern Illinois,OVC,9.0,3.0,False,52630.0,,
2006,Eastern Illinois,OVC,8.0,5.0,False,45444.0,,
2007,Eastern Illinois,OVC,7.0,4.0,False,52504.0,,
2008,Eastern Illinois,OVC,5.0,7.0,False,39931.5,,
2009,Eastern Illinois,OVC,5.0,4.0,False,0.0,,
2010,Eastern Illinois,OVC,2.0,9.0,False,0.0,,
2011,Eastern Illinois,OVC,2.0,9.0,False,0.0,,
2012,Eastern Illinois,OVC,7.0,5.0,False,22536.0,,
2013,Eastern Illinois,OVC,3.0,1.0,False,33286.5,,
2014,Eastern Illinois,OVC,5.0,7.0,False,11513.5,,
2015,Eastern Illinois,OVC,7.0,5.0,False,29131.0,,
2016,Eastern Illinois,OVC,6.0,5.0,False,17369.0,,
2017,Eastern Illinois,OVC,6.0,5.0,False,16722.0,,
2018,Eastern Illinois,OVC,3.0,8.0,False,63342.0,,
2019,Eastern Illinois,OVC,1.0,11.0,False,37784.0,,
2020,Eastern Illinois,OVC,1.0,5.0,False,,,
2021,Eastern Illinois,OVC,1.0,10.0,False,64868.0,,
2022,Eastern Illinois,OVC,2.0,9.0,False,10864.0,,
2023,Eastern Illinois,Big South-OVC,8.0,3.0,False,12312.0,,
2005,Eastern Kentucky,OVC,7.0,4.0,False,56747.0,,
2006,Eastern Kentucky,OVC,6.0,5.0,False,18792.0,,
2007,Eastern Kentucky,OVC,8.0,3.0,False,42705.0,,
2008,Eastern Kentucky,OVC,8.0,4.0,False,22706.5,,
2009,Eastern Kentucky,OVC,3.0,5.0,False,0.0,,
2010,Eastern Kentucky,OVC,6.0,5.0,False,0.0,,
2011,Eastern Kentucky,OVC,7.0,5.0,False,0.0,,
2012,Eastern Kentucky,OVC,8.0,3.0,False,40572.0,,
2013,Eastern Kentucky,OVC,2.0,2.0,False,53647.0,,
2014,Eastern Kentucky,OVC,9.0,4.0,False,50034.5,,
2015,Eastern Kentucky,OVC,6.0,5.0,False,28800.0,,
2016,Eastern Kentucky,OVC,3.0,8.0,False,21488.0,,
2017,Eastern Kentucky,OVC,4.0,7.0,False,36741.0,,
2018,Eastern Kentucky,OVC,7.0,4.0,False,20923.0,,
2019,Eastern Kentucky,OVC,7.0,5.0,False,48808.0,,
2020,Eastern Kentucky,OVC,3.0,6.0,False,7825.666666666667,,
2021,Eastern Kentucky,AWC,7.0,4.0,False,39673.0,,
2022,Eastern Kentucky,Atlantic Sun,7.0,5.0,False,16953.5,,
2023,Eastern Kentucky,UAC,5.0,6.0,False,50034.5,,
2005,Eastern Michigan,Mid-American,4.0,7.0,False,0.0,19961107.0,19749198.0
2006,Eastern Michigan,Mid-American,1.0,11.0,False,19829.416666666668,19712553.0,19238903.0
2007,Eastern Michigan,Mid-American,4.0,8.0,False,22682.666666666668,25637551.0,23585654.0
2008,Eastern Michigan,Mid-American,3.0,9.0,False,25049.25,24971850.0,25153393.0
2009,Eastern Michigan,Mid-American,0.0,12.0,False,0.0,24854558.0,23615132.0
2010,Eastern Michigan,Mid-American,2.0,10.0,False,0.0,26270721.0,24635531.0
2011,Eastern Michigan,Mid-American,6.0,6.0,False,0.0,27717621.0,25971066.0
2012,Eastern Michigan,Mid-American,2.0,10.0,False,16134.583333333334,29062905.0,27798118.0
2013,Eastern Michigan,Mid-American,2.0,10.0,False,21935.08333333333,27797656.0,27797656.0
2014,Eastern Michigan,Mid-American,2.0,10.0,False,22262.916666666668,30081523.0,30081523.0
2015,Eastern Michigan,Mid-American,1.0,11.0,False,17255.666666666668,33956233.0,33956234.0
2016,Eastern Michigan,Mid-American,7.0,6.0,True,20104.916666666668,30212703.0,30212703.0
2017,Eastern Michigan,Mid-American,5.0,7.0,False,20778.33333333333,32311247.0,32311246.0
2018,Eastern Michigan,Mid-American,7.0,6.0,True,19750.33333333333,30681039.0,30681035.0
2019,Eastern Michigan,Mid-American,6.0,7.0,True,19877.666666666668,30878069.0,30878069.0
2020,Eastern Michigan,Mid-American,2.0,4.0,False,347.1666666666667,29458560.0,29458563.0
2021,Eastern Michigan,Mid-American,7.0,6.0,True,17678.083333333332,24524114.0,24524114.0
2022,Eastern Michigan,Mid-American,9.0,4.0,True,16118.083333333334,33040581.0,33040581.0
2023,Eastern Michigan,Mid-American,6.0,7.0,True,19769.666666666668,35651284.0,35651282.0
2021,Eastern New Mexico,Lone Star,3.0,7.0,False,,,
2022,Eastern New Mexico,Lone Star,3.0,8.0,False,,,
2023,Eastern New Mexico,Lone Star,5.0,6.0,False,,,
2023,Eastern University,Mid Atlantic,2.0,8.0,False,,,
2005,Eastern Washington,Big Sky,7.0,5.0,False,11878.0,,
2006,Eastern Washington,Big Sky,3.0,8.0,False,48787.5,,
2007,Eastern Washington,Big Sky,9.0,4.0,False,64522.0,,
2008,Eastern Washington,Big Sky,6.0,5.0,False,48152.0,,
2009,Eastern Washington,Big Sky,8.0,4.0,False,0.0,,
2010,Eastern Washington,Big Sky,10.0,2.0,False,0.0,,
2011,Eastern Washington,Big Sky,6.0,5.0,False,0.0,,
2012,Eastern Washington,Big Sky,2.0,1.0,False,22367.0,,
2013,Eastern Washington,Big Sky,10.0,3.0,True,31054.0,,
2014,Eastern Washington,Big Sky,11.0,3.0,False,62861.0,,
2015,Eastern Washington,Big Sky,6.0,5.0,False,58128.0,,
2016,Eastern Washington,Big Sky,12.0,2.0,True,32952.0,,
2017,Eastern Washington,Big Sky,7.0,4.0,False,54988.0,,
2018,Eastern Washington,Big Sky,12.0,3.0,True,32952.0,,
2019,Eastern Washington,Big Sky,7.0,5.0,False,65709.0,,
2020,Eastern Washington,Big Sky,5.0,2.0,False,,,
2021,Eastern Washington,Big Sky,10.0,3.0,False,21970.0,,
2022,Eastern Washington,Big Sky,3.0,8.0,False,59875.5,,
2023,Eastern Washington,Big Sky,4.0,7.0,False,41031.0,,
2021,Edinboro University,Pennsylvania State Athletic,4.0,6.0,False,,,
2022,Edinboro University,Pennsylvania State Athletic,5.0,6.0,False,,,
2023,Edinboro University,Pennsylvania State Athletic,3.0,8.0,False,,,
2014,Edward Waters,SIAC,0.0,1.0,False,,,
2015,Edward Waters,SIAC,0.0,2.0,False,,,
2016,Edward Waters,SIAC,0.0,1.0,False,,,
2017,Edward Waters,SIAC,0.0,1.0,False,,,
2018,Edward Waters,SIAC,0.0,1.0,False,,,
2019,Edward Waters,SIAC,0.0,2.0,False,,,
2020,Edward Waters,SIAC,1.0,2.0,False,,,
2021,Edward Waters,SIAC,3.0,7.0,False,,,
2022,Edward Waters,SIAC,5.0,6.0,False,,,
2023,Edward Waters,SIAC,6.0,4.0,False,,,
2014,Elizabeth City State,CIAA,0.0,1.0,False,,,
2016,Elizabeth City State,CIAA,0.0,2.0,False,,,
2019,Elizabeth City State,CIAA,0.0,2.0,False,,,
2021,Elizabeth City State,CIAA,3.0,7.0,False,,,
2022,Elizabeth City State,CIAA,2.0,7.0,False,,,
2023,Elizabeth City State,CIAA,3.0,7.0,False,,,
2022,Elmhurst,CCIW,0.0,10.0,False,,,
2023,Elmhurst,CCIW,2.0,8.0,False,,,
2005,Elon,Southern,3.0,8.0,False,,,
2006,Elon,Southern,5.0,6.0,False,,,
2007,Elon,Southern,7.0,4.0,False,33639.0,,
2008,Elon,Southern,8.0,4.0,False,,,
2009,Elon,Southern,9.0,3.0,False,0.0,,
2010,Elon,Southern,6.0,5.0,False,0.0,,
2011,Elon,Southern,5.0,6.0,False,0.0,,
2012,Elon,Southern,3.0,8.0,False,50500.0,,
2013,Elon,Southern,2.0,10.0,False,45759.0,,
2014,Elon,CAA,1.0,11.0,False,0.0,,
2015,Elon,CAA,4.0,7.0,False,27126.0,,
2016,Elon,CAA,2.0,9.0,False,0.0,,
2017,Elon,CAA,8.0,4.0,False,22104.0,,
2018,Elon,CAA,6.0,5.0,False,31217.0,,
2019,Elon,CAA,5.0,6.0,False,24079.0,,
2020,Elon,CAA,1.0,5.0,False,,,
2021,Elon,CAA,6.0,5.0,False,30224.0,,
2022,Elon,CAA,8.0,4.0,False,20120.0,,
2023,Elon,CAA,6.0,5.0,False,30028.0,,
2015,Emory & Henry College,Old Dominion,1.0,0.0,False,,,
2020,Emory & Henry College,Old Dominion,3.0,1.0,False,,,
2022,Emory & Henry College,South Atlantic,5.0,6.0,False,,,
2023,Emory & Henry College,South Atlantic,5.0,6.0,False,,,
2021,Emporia State University,Mid America,6.0,5.0,False,,,
2022,Emporia State University,Mid America,8.0,3.0,False,,,
2023,Emporia State University,Mid America,8.0,3.0,False,,,
2022,Endicott College,Commonwealth Coast,10.0,1.0,False,,,
2023,Endicott College,Commonwealth Coast,9.0,2.0,True,,,
2020,Eureka College,NACC,2.0,3.0,False,,,
2022,Eureka College,NACC,2.0,8.0,False,,,
2023,Eureka College,NACC,4.0,6.0,False,,,
2022,FDU-Florham,Mid Atlantic,6.0,4.0,False,,,
2023,FDU-Florham,Mid Atlantic,5.0,5.0,False,,,
2021,Fairmont State,Mountain East,5.0,6.0,False,,,
2022,Fairmont State,Mountain East,3.0,8.0,False,,,
2023,Fairmont State,Mountain East,7.0,3.0,False,,,
2016,Fayetteville State,CIAA,0.0,1.0,False,,,
2021,Fayetteville State,CIAA,8.0,2.0,False,,,
2022,Fayetteville State,CIAA,8.0,3.0,False,,,
2023,Fayetteville State,CIAA,8.0,3.0,True,,,
2018,Ferris State,GLIAC,0.0,1.0,True,,,
2021,Ferris State,GLIAC,14.0,0.0,True,,,
2022,Ferris State,GLIAC,14.0,1.0,True,,,
2023,Ferris State,GLIAC,8.0,3.0,True,,,
2020,Ferrum,Old Dominion,2.0,3.0,False,,,
2022,Ferrum,Old Dominion,1.0,9.0,False,,,
2023,Ferrum,Old Dominion,3.0,7.0,False,,,
2020,Findlay,Great Midwest Athletic,4.0,2.0,False,,,
2021,Findlay,Great Midwest Athletic,8.0,4.0,False,,,
2022,Findlay,Great Midwest Athletic,7.0,4.0,False,,,
2023,Findlay,Great Midwest Athletic,7.0,4.0,False,,,
2022,Finlandia University,Upper Midwest,0.0,10.0,False,,,
2022,Fitchburg State,MSCAC,1.0,9.0,False,,,
2023,Fitchburg State,MSCAC,0.0,10.0,False,,,
2005,Florida,SEC,9.0,3.0,True,7681.909090909091,77742484.0,73868754.0
2006,Florida,SEC,13.0,1.0,True,85139.38461538461,82877813.0,78665774.0
2007,Florida,SEC,9.0,4.0,True,77261.08333333333,108300504.0,92630682.0
2008,Florida,SEC,13.0,1.0,True,84120.61538461539,106607895.0,98775583.0
2009,Florida,SEC,13.0,1.0,True,0.0,96814239.0,102082778.0
2010,Florida,SEC,8.0,5.0,True,0.0,117104407.0,105824376.0
2011,Florida,SEC,7.0,6.0,True,0.0,123514257.0,107157831.0
2012,Florida,SEC,11.0,2.0,True,84260.33333333333,120772106.0,105102198.0
2013,Florida,SEC,4.0,8.0,False,82694.33333333333,130011244.0,106972983.0
2014,Florida,SEC,7.0,5.0,True,83632.45454545454,124611305.0,109690016.0
2015,Florida,SEC,10.0,4.0,True,78077.53846153847,147105242.0,125384443.0
2016,Florida,SEC,9.0,4.0,True,82198.25,141441109.0,136788493.0
2017,Florida,SEC,4.0,7.0,False,79275.0,149165475.0,141864472.0
2018,Florida,SEC,10.0,3.0,True,77105.5,161183765.0,149144376.0
2019,Florida,SEC,11.0,2.0,True,80082.91666666667,159706937.0,141829002.0
2020,Florida,SEC,8.0,4.0,True,15709.363636363636,174950823.0,139935182.0
2021,Florida,SEC,6.0,7.0,True,77289.83333333333,138854234.0,123298839.0
2022,Florida,SEC,6.0,7.0,True,82961.33333333333,190417139.0,174365070.0
2023,Florida,SEC,5.0,7.0,False,81108.75,189142176.0,175738444.0
2005,Florida A&M,MEAC,6.0,4.0,False,29817.0,,
2006,Florida A&M,MEAC,7.0,4.0,False,40208.0,,
2007,Florida A&M,MEAC,3.0,8.0,False,,,
2008,Florida A&M,MEAC,9.0,3.0,False,,,
2009,Florida A&M,MEAC,8.0,3.0,False,0.0,,
2010,Florida A&M,MEAC,8.0,3.0,False,0.0,,
2011,Florida A&M,MEAC,7.0,4.0,False,0.0,,
2012,Florida A&M,MEAC,3.0,6.0,False,84852.0,,
2013,Florida A&M,MEAC,3.0,9.0,False,103595.0,,
2014,Florida A&M,MEAC,3.0,9.0,False,48254.0,,
2015,Florida A&M,MEAC,1.0,10.0,False,30434.0,,
2016,Florida A&M,MEAC,4.0,7.0,False,60703.0,,
2017,Florida A&M,MEAC,3.0,8.0,False,36055.0,,
2018,Florida A&M,MEAC,6.0,5.0,False,25767.0,,
2019,Florida A&M,MEAC,9.0,2.0,False,44073.0,,
2021,Florida A&M,SWAC,9.0,3.0,False,29475.0,,
2022,Florida A&M,SWAC,9.0,2.0,False,46130.0,,
2023,Florida A&M,SWAC,12.0,1.0,True,36495.0,,
2005,Florida Atlantic,Sun Belt,2.0,9.0,False,1392.909090909091,14454890.0,14362376.0
2006,Florida Atlantic,Sun Belt,5.0,7.0,False,26991.416666666668,14637992.0,14731275.0
2007,Florida Atlantic,Sun Belt,8.0,5.0,True,26578.33333333333,15293950.0,15327294.0
2008,Florida Atlantic,Sun Belt,7.0,6.0,True,29225.75,16574905.0,16275735.0
2009,Florida Atlantic,Sun Belt,5.0,7.0,False,0.0,16081909.0,15968769.0
2010,Florida Atlantic,Sun Belt,4.0,8.0,False,0.0,16284618.0,15208667.0
2011,Florida Atlantic,Sun Belt,1.0,11.0,False,0.0,19438422.0,16707200.0
2012,Florida Atlantic,Sun Belt,3.0,9.0,False,29662.166666666668,23226481.0,20020133.0
2013,Florida Atlantic,Conference USA,6.0,6.0,False,27187.666666666668,24538411.0,21967412.0
2014,Florida Atlantic,Conference USA,3.0,9.0,False,29350.666666666668,24352818.0,24033024.0
2015,Florida Atlantic,Conference USA,3.0,9.0,False,21401.416666666668,30919633.0,29794361.0
2016,Florida Atlantic,Conference USA,3.0,9.0,False,19796.08333333333,32141210.0,29182295.0
2017,Florida Atlantic,Conference USA,11.0,3.0,True,21142.76923076923,34509259.0,34102683.0
2018,Florida Atlantic,Conference USA,5.0,7.0,False,25908.916666666668,35275379.0,35149886.0
2019,Florida Atlantic,Conference USA,11.0,3.0,True,22604.30769230769,36297004.0,35846033.0
2020,Florida Atlantic,Conference USA,5.0,4.0,True,5558.571428571428,40113869.0,37393763.0
2021,Florida Atlantic,Conference USA,5.0,7.0,False,23489.83333333333,33610768.0,32472125.0
2022,Florida Atlantic,Conference USA,5.0,7.0,False,21840.090909090908,39201524.0,38132721.0
2023,Florida Atlantic,American Athletic,4.0,8.0,False,27874.9,44684229.0,42642154.0
2005,Florida International,Sun Belt,5.0,6.0,False,2894.0,14431410.0,13463158.0
2006,Florida International,Sun Belt,0.0,12.0,False,28007.25,16096529.0,15200636.0
2007,Florida International,Sun Belt,1.0,11.0,False,27344.25,16985520.0,17977244.0
2008,Florida International,Sun Belt,5.0,7.0,False,24405.916666666668,20230654.0,18475489.0
2009,Florida International,Sun Belt,3.0,9.0,False,0.0,21270047.0,21801110.0
2010,Florida International,Sun Belt,7.0,6.0,True,0.0,22004418.0,22509591.0
2011,Florida International,Sun Belt,8.0,5.0,True,0.0,23849954.0,24606141.0
2012,Florida International,Sun Belt,3.0,9.0,False,18267.08333333333,25201564.0,27428271.0
2013,Florida International,Conference USA,1.0,11.0,False,21628.5,28332261.0,26275579.0
2014,Florida International,Conference USA,4.0,8.0,False,14343.416666666666,28104062.0,27542910.0
2015,Florida International,Conference USA,5.0,7.0,False,20613.83333333333,28613452.0,30483759.0
2016,Florida International,Conference USA,4.0,8.0,False,16159.583333333334,29370443.0,27760735.0
2017,Florida International,Conference USA,8.0,5.0,True,18050.5,33389929.0,33003699.0
2018,Florida International,Conference USA,9.0,4.0,True,19519.75,35631959.0,36189130.0
2019,Florida International,Conference USA,6.0,7.0,True,15952.916666666666,37018133.0,35374928.0
2020,Florida International,Conference USA,0.0,5.0,False,1917.8,37417121.0,35508185.0
2021,Florida International,Conference USA,1.0,11.0,False,15815.444444444443,38476796.0,28752899.0
2022,Florida International,Conference USA,4.0,8.0,False,14368.555555555557,41043885.0,39433624.0
2023,Florida International,Conference USA,4.0,8.0,False,18339.916666666668,42818447.0,45274382.0
2005,Florida State,ACC,8.0,5.0,True,12658.416666666666,56576933.0,56412748.0
2006,Florida State,ACC,7.0,6.0,True,70101.33333333333,67012792.0,59512089.0
2007,Florida State,ACC,7.0,6.0,True,71184.83333333333,77257845.0,67843586.0
2008,Florida State,ACC,9.0,4.0,True,68338.83333333333,73458494.0,65583105.0
2009,Florida State,ACC,7.0,6.0,True,0.0,74417324.0,78528151.0
2010,Florida State,ACC,10.0,4.0,True,0.0,74402269.0,75209181.0
2011,Florida State,ACC,9.0,4.0,True,0.0,78575788.0,86949804.0
2012,Florida State,ACC,12.0,2.0,True,68656.53846153847,100049444.0,90278878.0
2013,Florida State,ACC,14.0,0.0,True,69693.61538461539,91382441.0,84772759.0
2014,Florida State,ACC,13.0,1.0,True,71894.53846153847,104774474.0,98866182.0
2015,Florida State,ACC,10.0,3.0,True,67437.33333333333,120822522.0,111386681.0
2016,Florida State,ACC,10.0,3.0,True,61274.083333333336,113754314.0,115631800.0
2017,Florida State,ACC,7.0,6.0,True,64648.333333333336,144514413.0,156551818.0
2018,Florida State,ACC,5.0,7.0,False,64081.66666666666,168177850.0,158375459.0
2019,Florida State,ACC,6.0,7.0,True,55663.75,152757883.0,150147316.0
2020,Florida State,ACC,3.0,6.0,False,13255.0,129481351.0,155656855.0
2021,Florida State,ACC,5.0,7.0,False,57172.833333333336,129743001.0,121923106.0
2022,Florida State,ACC,10.0,3.0,True,62829.75,161141884.0,150777734.0
2023,Florida State,ACC,13.0,1.0,True,69390.69230769231,169558790.0,172130700.0
2014,Florida Tech,Gulf South,1.0,1.0,False,,,
2015,Florida Tech,Gulf South,0.0,1.0,False,,,
2016,Florida Tech,Gulf South,1.0,0.0,False,,,
2005,Fordham,Patriot,2.0,10.0,False,,,
2006,Fordham,Patriot,3.0,8.0,False,,,
2007,Fordham,Patriot,7.0,4.0,False,,,
2008,Fordham,Patriot,5.0,6.0,False,,,
2009,Fordham,Patriot,5.0,6.0,False,,,
2010,Fordham,Patriot,5.0,6.0,False,,,
2011,Fordham,Patriot,1.0,10.0,False,0.0,,
2012,Fordham,Patriot,6.0,5.0,False,26317.0,,
2013,Fordham,Patriot,12.0,1.0,False,20047.0,,
2014,Fordham,Patriot,11.0,3.0,False,33793.0,,
2015,Fordham,Patriot,9.0,3.0,False,22523.0,,
2016,Fordham,Patriot,8.0,3.0,False,28238.0,,
2017,Fordham,Patriot,4.0,7.0,False,22333.0,,
2018,Fordham,Patriot,2.0,9.0,False,9240.0,,
2019,Fordham,Patriot,4.0,8.0,False,10123.0,,
2020,Fordham,Patriot,2.0,1.0,False,,,
2021,Fordham,Patriot,6.0,5.0,False,51535.0,,
2022,Fordham,Patriot,9.0,3.0,False,19024.0,,
2023,Fordham,Patriot,6.0,5.0,False,15854.0,,
2021,Fort Hays State,Mid America,5.0,6.0,False,,,
2022,Fort Hays State,Mid America,3.0,8.0,False,,,
2023,Fort Hays State,Mid America,7.0,4.0,False,,,
2014,Fort Lewis,Rocky Mountain,0.0,1.0,False,,,
2015,Fort Lewis,Rocky Mountain,0.0,1.0,False,,,
2020,Fort Lewis,Rocky Mountain,0.0,2.0,False,,,
2021,Fort Lewis,Rocky Mountain,0.0,11.0,False,,,
2022,Fort Lewis,Rocky Mountain,0.0,10.0,False,,,
2023,Fort Lewis,Rocky Mountain,0.0,11.0,False,,,
2014,Fort Valley State,SIAC,1.0,0.0,False,,,
2017,Fort Valley State,SIAC,0.0,1.0,False,,,
2018,Fort Valley State,SIAC,0.0,1.0,False,,,
2019,Fort Valley State,SIAC,0.0,1.0,False,,,
2020,Fort Valley State,SIAC,2.0,0.0,False,,,
2021,Fort Valley State,SIAC,5.0,5.0,False,,,
2022,Fort Valley State,SIAC,8.0,2.0,False,,,
2023,Fort Valley State,SIAC,7.0,3.0,False,,,
2022,Framingham State,MSCAC,5.0,5.0,False,,,
2023,Framingham State,MSCAC,5.0,4.0,True,,,
2015,Franklin,Heartland,0.0,1.0,False,,,
2016,Franklin,Heartland,0.0,1.0,False,,,
2017,Franklin,Heartland,0.0,1.0,False,,,
2020,Franklin,Heartland,4.0,3.0,False,,,
2022,Franklin,Heartland,4.0,6.0,False,,,
2023,Franklin,Heartland,4.0,6.0,False,,,
2022,Franklin & Marshall,Centennial,6.0,4.0,False,,,
2023,Franklin & Marshall,Centennial,7.0,3.0,False,,,
2019,Franklin Pierce,Northeast 10,0.0,1.0,False,,,
2021,Franklin Pierce,Northeast 10,0.0,10.0,False,,,
2022,Franklin Pierce,Northeast 10,2.0,8.0,False,,,
2023,Franklin Pierce,Northeast 10,4.0,6.0,False,,,
2005,Fresno State,Western Athletic,8.0,5.0,True,3179.6666666666665,26691142.0,25350352.0
2006,Fresno State,Western Athletic,4.0,8.0,False,37898.16666666666,27096524.0,25634086.0
2007,Fresno State,Western Athletic,9.0,4.0,True,36741.0,26646547.0,25871953.0
2008,Fresno State,Western Athletic,7.0,6.0,True,34754.333333333336,27530567.0,28856248.0
2009,Fresno State,Western Athletic,8.0,5.0,True,0.0,29833531.0,28645243.0
2010,Fresno State,Western Athletic,8.0,5.0,True,0.0,26648661.0,26690524.0
2011,Fresno State,Western Athletic,4.0,9.0,False,0.0,30190480.0,28838967.0
2012,Fresno State,Mountain West,9.0,4.0,True,30749.58333333333,30724143.0,30174803.0
2013,Fresno State,Mountain West,11.0,2.0,True,31158.33333333333,33734773.0,33050314.0
2014,Fresno State,Mountain West,6.0,8.0,True,34624.307692307695,36038183.0,36436560.0
2015,Fresno State,Mountain West,3.0,9.0,False,31749.33333333333,39073736.0,41535096.0
2016,Fresno State,Mountain West,1.0,11.0,False,28402.33333333333,44804147.0,44055912.0
2017,Fresno State,Mountain West,10.0,4.0,True,31347.76923076923,46215249.0,44119522.0
2018,Fresno State,Mountain West,12.0,2.0,True,30176.46153846154,50636750.0,51050676.0
2019,Fresno State,Mountain West,4.0,8.0,False,28318.666666666668,49772999.0,50079039.0
2020,Fresno State,Mountain West,3.0,3.0,False,383.3333333333333,47276450.0,48106185.0
2021,Fresno State,Mountain West,10.0,3.0,True,28387.58333333333,29582635.0,36237555.0
2022,Fresno State,Mountain West,10.0,4.0,True,33430.07692307692,54124579.0,46515828.0
2023,Fresno State,Mountain West,9.0,4.0,True,35012.583333333336,48938712.0,51738485.0
2020,Frostburg State,Mountain East,3.0,1.0,False,,,
2021,Frostburg State,Mountain East,10.0,1.0,False,,,
2022,Frostburg State,Mountain East,8.0,3.0,False,,,
2023,Frostburg State,Mountain East,7.0,3.0,False,,,
2005,Furman,Southern,11.0,2.0,False,,,
2006,Furman,Southern,8.0,4.0,False,47000.0,,
2007,Furman,Southern,6.0,5.0,False,0.0,,
2008,Furman,Southern,7.0,5.0,False,66233.0,,
2009,Furman,Southern,6.0,5.0,False,0.0,,
2010,Furman,Southern,5.0,6.0,False,0.0,,
2011,Furman,Southern,6.0,5.0,False,0.0,,
2012,Furman,Southern,3.0,8.0,False,81500.0,,
2013,Furman,Southern,8.0,5.0,False,92554.0,,
2014,Furman,Southern,3.0,9.0,False,78101.0,,
2015,Furman,Southern,4.0,7.0,False,48301.0,,
2016,Furman,Southern,3.0,8.0,False,74516.0,,
2017,Furman,Southern,8.0,5.0,False,56166.0,,
2018,Furman,Southern,6.0,4.0,False,80048.0,,
2019,Furman,Southern,8.0,5.0,False,36332.5,,
2020,Furman,Southern,3.0,4.0,False,,,
2021,Furman,Southern,6.0,5.0,False,56919.0,,
2022,Furman,Southern,10.0,3.0,False,78302.0,,
2023,Furman,Southern,10.0,3.0,True,78281.0,,
2022,Gallaudet,ECFC,7.0,3.0,False,,,
2023,Gallaudet,ECFC,4.0,5.0,False,,,
2020,Gannon,Pennsylvania State Athletic,1.0,2.0,False,,,
2021,Gannon,Pennsylvania State Athletic,5.0,6.0,False,,,
2022,Gannon,Pennsylvania State Athletic,8.0,3.0,False,,,
2023,Gannon,Pennsylvania State Athletic,5.0,6.0,False,,,
2005,Gardner-Webb,Big South,5.0,6.0,False,,,
2006,Gardner-Webb,Big South,6.0,5.0,False,,,
2007,Gardner-Webb,Big South,5.0,6.0,False,31047.5,,
2008,Gardner-Webb,Big South,5.0,6.0,False,41929.0,,
2009,Gardner-Webb,Big South,6.0,4.0,False,0.0,,
2010,Gardner-Webb,Big South,4.0,7.0,False,0.0,,
2011,Gardner-Webb,Big South,4.0,6.0,False,0.0,,
2012,Gardner-Webb,Big South,0.0,3.0,False,36452.0,,
2013,Gardner-Webb,Big South,7.0,5.0,False,26317.0,,
2014,Gardner-Webb,Big South,4.0,8.0,False,26925.0,,
2015,Gardner-Webb,Big South,4.0,7.0,False,12289.0,,
2016,Gardner-Webb,Big South,5.0,6.0,False,22265.0,,
2017,Gardner-Webb,Big South,1.0,10.0,False,19051.0,,
2018,Gardner-Webb,Big South,3.0,8.0,False,21084.0,,
2019,Gardner-Webb,Big South,3.0,9.0,False,25118.5,,
2020,Gardner-Webb,Big South,2.0,2.0,False,,,
2021,Gardner-Webb,Big South,4.0,7.0,False,13681.5,,
2022,Gardner-Webb,Big South,7.0,6.0,False,17676.666666666668,,
2023,Gardner-Webb,Big South-OVC,7.0,5.0,True,38332.0,,
2020,Geneva,Presidents',2.0,3.0,False,,,
2022,Geneva,Presidents',3.0,7.0,False,,,
